"title","address","info","totalPrice","totalSellCount","unitPrice"
"旧宫北里","大兴
       旧宫 
              /板楼
                  / 1998年建成","30天成交0套
      |2套正在出租","42670元/m2","5套",""
"南海家园四里","大兴
       亦庄开发区其它 
              /板楼
                  / 2005年建成","30天成交0套
      |2套正在出租","42861元/m2","8套",""
"绿林苑","大兴
       西红门 
              /板楼
                  / 2000年建成","30天成交1套
      |2套正在出租","43084元/m2","13套",""
"时代龙和","大兴
       黄村中 
              /塔楼/板楼/塔板结合
                  / 1995年建成","30天成交0套
      |10套正在出租","43127元/m2","31套",""
"南海家园五里","大兴
       亦庄开发区其它 
              /板楼
                  / 2005年建成","30天成交1套
      |3套正在出租","43149元/m2","5套",""
"枣园尚城北区","大兴
       枣园 
              /板楼/塔板结合
                  / 2009年建成","共180个户型
        |
            30天成交1套
      |5套正在出租","43150元/m2","11套",""
"佳和园小区","大兴
       旧宫 
              /板楼
                  / 2002年建成","30天成交1套
      |0套正在出租","43333元/m2","5套",""
"鑫苑鑫都汇","大兴
       天宫院 
              /板楼/塔板结合
                  / 2012年建成","30天成交2套
      |9套正在出租","43412元/m2","26套",""
"枣园尚城南区","大兴
       枣园 
              /板楼
                  / 2009年建成","30天成交0套
      |5套正在出租","43438元/m2","8套",""
"小康东里","大兴
       亦庄 
              /板楼
                  / 2001年建成","30天成交0套
      |6套正在出租","43469元/m2","8套",""
"南海家园一里","大兴
       亦庄开发区其它 
              /板楼
                  / 2011年建成","30天成交0套
      |9套正在出租","43590元/m2","10套",""
"云立方","大兴
       天宫院 
              /塔楼/板楼/塔板结合
                  / 2014年建成","共214个户型
        |
            30天成交0套
      |18套正在出租","43598元/m2","41套",""
"金融街融汇","大兴
       天宫院 
              /塔楼/板楼/塔板结合/平房
                  / 2014年建成","共645个户型
        |
            30天成交2套
      |33套正在出租","43678元/m2","107套",""
"瑞海家园一区","大兴
       西红门 
              /板楼
                  / 2003年建成","30天成交0套
      |0套正在出租","43689元/m2","5套",""
"清源西里","大兴
       枣园 
              /塔楼/板楼/塔板结合
                  / 1989年建成","30天成交2套
      |24套正在出租","43739元/m2","52套",""
"康盛园","大兴
       高米店 
              /板楼/塔板结合
                  / 1996年建成","30天成交1套
      |18套正在出租","43787元/m2","33套",""
"保利春天里","大兴
       天宫院 
              /板楼/塔板结合/平房
                  / 2012年建成","30天成交3套
      |18套正在出租","43806元/m2","97套",""
"骏城","大兴
       高米店 
              /板楼
                  / 2004年建成","30天成交0套
      |2套正在出租","43852元/m2","8套",""
"南海家园三里","大兴
       亦庄开发区其它 
              /板楼
                  / 2011年建成","30天成交0套
      |8套正在出租","43877元/m2","7套",""
"鸿坤理想城大满贯","大兴
       西红门 
              /塔楼/塔板结合
                  / 2010年建成","30天成交0套
      |8套正在出租","44014元/m2","31套",""
"郁花园一里","大兴
       高米店 
              /板楼
                  / 1996年建成","30天成交2套
      |4套正在出租","44140元/m2","61套",""
"丽园A区","大兴
       枣园 
              /板楼
                  / 2003年建成","30天成交0套
      |2套正在出租","44147元/m2","18套",""
"首邑上城","大兴
       枣园 
              /板楼
                  / 2007年建成","共235个户型
        |
            30天成交0套
      |9套正在出租","44275元/m2","31套",""
"菊源南里","大兴
       旧宫 
              /板楼
                  / 2002年建成","共111个户型
        |
            30天成交0套
      |4套正在出租","44403元/m2","10套",""
"鸿坤理想城八期","大兴
       西红门 
              /板楼/塔板结合
                  / 2010年建成","30天成交0套
      |4套正在出租","44417元/m2","12套",""
"亲亲我家","大兴
       旧宫 
              /板楼
                  / 2004年建成","30天成交0套
      |1套正在出租","44452元/m2","16套",""
"那尔水晶城","大兴
       枣园 
              /板楼
                  / 2003年建成","30天成交2套
      |5套正在出租","44557元/m2","24套",""
"三合北巷","大兴
       黄村中 
              /板楼/塔板结合
                  / 2012年建成","30天成交0套
      |9套正在出租","44569元/m2","6套",""
"美利新世界","大兴
       旧宫 
              /板楼
                  / 2004年建成","共225个户型
        |
            30天成交0套
      |5套正在出租","44688元/m2","26套",""
"华昱家园","大兴
       黄村中 
              /板楼/塔板结合
                  / 2002年建成","30天成交0套
      |0套正在出租","44744元/m2","4套",""
"可可家园","大兴
       高米店 
              /板楼
                  / 2006年建成","30天成交0套
      |1套正在出租","44799元/m2","1套",""
"润枫锦尚","大兴
       旧宫 
              /板楼/塔板结合
                  / 2010年建成","共362个户型
        |
            30天成交1套
      |11套正在出租","44861元/m2","41套",""
"德林园","大兴
       旧宫 
              /板楼
                  / 2004年建成","30天成交1套
      |3套正在出租","44883元/m2","14套",""
"美然绿色家园","大兴
       旧宫 
              /板楼/塔板结合
                  / 1999年建成","30天成交1套
      |0套正在出租","45067元/m2","25套",""
"大城小镇","大兴
       旧宫 
              /板楼/塔板结合
                  / 2007年建成","共268个户型
        |
            30天成交1套
      |7套正在出租","45075元/m2","22套",""
"丽园C区","大兴
       枣园 
              /板楼/塔板结合
                  / 2001年建成","30天成交0套
      |0套正在出租","45109元/m2","21套",""
"翰林庭院","大兴
       黄村火车站 
              /板楼/塔板结合
                  / 2008年建成","30天成交0套
      |2套正在出租","45544元/m2","5套",""
"康宁家园","大兴
       黄村中 
              /板楼
                  / 2004年建成","共18个户型
        |
            30天成交0套
      |1套正在出租","45861元/m2","4套",""
"郁花园二里","大兴
       高米店 
              /塔楼/板楼
                  / 1997年建成","共345个户型
        |
            30天成交3套
      |4套正在出租","45902元/m2","27套",""
"兴政家园","大兴
       黄村中 
              /板楼/塔板结合
                  / 2001年建成","30天成交0套
      |3套正在出租","45924元/m2","13套",""
"金惠园三里南区","大兴
       高米店 
              /板楼/塔板结合
                  / 1997年建成","30天成交0套
      |6套正在出租","45937元/m2","18套",""
"云龙家园","大兴
       旧宫 
              /板楼
                  / 2003年建成","30天成交1套
      |6套正在出租","45939元/m2","31套",""
"丽园B区","大兴
       枣园 
              /板楼
                  / 2004年建成","30天成交0套
      |5套正在出租","46045元/m2","19套",""
"怡兴园","大兴
       黄村中 
              /塔楼/板楼
                  / 2002年建成","共65个户型
        |
            30天成交0套
      |2套正在出租","46240元/m2","9套",""
"芳源里","大兴
       旧宫 
              /板楼
                  / 2001年建成","30天成交3套
      |9套正在出租","46385元/m2","58套",""
"鹿海园三里","大兴
       亦庄开发区其它 
              /板楼
                  / 2000年建成","共96个户型
        |
            30天成交0套
      |1套正在出租","46386元/m2","2套",""
"菊源里","大兴
       旧宫 
              /板楼
                  / 1998年建成","30天成交0套
      |0套正在出租","46624元/m2","3套",""
"灵秀山庄","大兴
       旧宫 
              /板楼
                  / 2002年建成","30天成交3套
      |6套正在出租","46662元/m2","41套",""
"住总万科橙","大兴
       天宫院 
              /板楼/塔板结合
                  / 2014年建成","共280个户型
        |
            30天成交3套
      |16套正在出租","46798元/m2","44套",""
"鹿海园一里","大兴
       亦庄开发区其它 
              /板楼
                  / 2003年建成","共64个户型
        |
            30天成交0套
      |1套正在出租","46895元/m2","6套",""
"艺苑桐城","大兴
       黄村火车站 
              /板楼
                  / 2008年建成","30天成交0套
      |1套正在出租","46938元/m2","15套",""
"幻星家园","大兴
       旧宫 
              /板楼
                  / 2000年建成","30天成交0套
      |1套正在出租","47019元/m2","7套",""
"紫宸苑","大兴
       瀛海 
              /板楼/塔板结合
                  / 2016年建成","30天成交1套
      |0套正在出租","47594元/m2","8套",""
"中建港怡嘉园","大兴
       枣园 
              /板楼
                  / 2017年建成","30天成交0套
      |1套正在出租","47627元/m2","10套",""
"独墅逸致","大兴
       大兴新机场 
              /板楼/塔板结合/平房
                  / 2000年建成","30天成交0套
      |4套正在出租","47765元/m2","22套",""
"兴海家园月苑","大兴
       西红门 
              /板楼
                  / 2004年建成","共211个户型
        |
            30天成交0套
      |2套正在出租","47875元/m2","21套",""
"彩虹新城","大兴
       枣园 
              /板楼/塔板结合
                  / 2007年建成","30天成交2套
      |13套正在出租","47922元/m2","62套",""
"鸿坤理想城派郡18号院","大兴
       西红门 
              /板楼/塔板结合
                  / 2008年建成","30天成交0套
      |2套正在出租","48058元/m2","7套",""
"盛芳茗苑","大兴
       枣园 
              /板楼
                  / 2007年建成","30天成交0套
      |1套正在出租","48118元/m2","2套",""
"兴海家园星苑","大兴
       西红门 
              /板楼
                  / 2004年建成","共210个户型
        |
            30天成交1套
      |1套正在出租","48419元/m2","20套",""
"天锦苑","大兴
       黄村中 
              /板楼
                  / 2007年建成","30天成交0套
      |0套正在出租","48641元/m2","0套",""
"双高花园","大兴
       高米店 
              /板楼/塔板结合
                  / 2004年建成","共52个户型
        |
            30天成交0套
      |3套正在出租","48757元/m2","6套",""
"翡翠城二期","大兴
       高米店 
              /板楼
                  / 2001年建成","30天成交1套
      |2套正在出租","49097元/m2","5套",""
"马赛公馆","大兴
       枣园 
              /板楼/塔板结合
                  / 2012年建成","30天成交3套
      |6套正在出租","49118元/m2","34套",""
"亦庄北岸","大兴
       旧宫 
              /塔楼/塔板结合
                  / 2008年建成","共452个户型
        |
            30天成交3套
      |8套正在出租","49415元/m2","50套",""
"明春苑","大兴
       科技园区 
              /板楼
                  / 2004年建成","30天成交0套
      |0套正在出租","49457元/m2","1套",""
"中南湾","大兴
       旧宫 
              /板楼
                  / 2011年建成","30天成交1套
      |4套正在出租","49491元/m2","8套",""
"远洋天著一期","大兴
       亦庄 
              /板楼
                  / 2011年建成","30天成交0套
      |3套正在出租","49683元/m2","14套",""
"博悦府","大兴
       黄村中 
              /板楼/塔板结合
                  / 2010年建成","30天成交0套
      |0套正在出租","49747元/m2","2套",""
"清澄名苑南区","大兴
       黄村中 
              /板楼
                  / 2002年建成","30天成交1套
      |3套正在出租","49928元/m2","12套",""
"兴涛社区","大兴
       高米店 
              /板楼
                  / 1998年建成","30天成交1套
      |5套正在出租","49941元/m2","20套",""
"润龙家园","大兴
       旧宫 
              /板楼
                  / 2004年建成","30天成交0套
      |1套正在出租","50099元/m2","3套",""
"巧克力城","大兴
       旧宫 
              /板楼
                  / 2004年建成","30天成交2套
      |0套正在出租","50140元/m2","18套",""
"顺驰领海","大兴
       高米店 
              /塔楼/板楼/塔板结合
                  / 2005年建成","30天成交1套
      |19套正在出租","50266元/m2","56套",""
"宣颐家园","大兴
       旧宫 
              /塔楼/板楼/塔板结合
                  / 2001年建成","30天成交2套
      |6套正在出租","50307元/m2","48套",""
"月桂庄园","大兴
       西红门 
              /板楼/塔板结合
                  / 2002年建成","30天成交1套
      |4套正在出租","50395元/m2","19套",""
"鸿坤理想城派郡20号院","大兴
       西红门 
              /板楼/塔板结合
                  / 2009年建成","30天成交0套
      |0套正在出租","50444元/m2","5套",""
"金惠园三里","大兴
       高米店 
              /板楼
                  / 1998年建成","30天成交0套
      |6套正在出租","50529元/m2","21套",""
"中建国际港","大兴
       枣园 
              /板楼
                  / 2013年建成","共446个户型
        |
            30天成交1套
      |9套正在出租","50922元/m2","39套",""
"郁花园三里","大兴
       高米店 
              /塔楼/板楼/平房
                  / 2007年建成","共146个户型
        |
            30天成交0套
      |6套正在出租","51041元/m2","14套",""
"和成璟园","大兴
       亦庄 
              /板楼
                  / 2014年建成","30天成交0套
      |3套正在出租","51425元/m2","14套",""
"原生墅","大兴
       高米店 
              /板楼
                  / 2002年建成","30天成交1套
      |9套正在出租","51502元/m2","29套",""
"金色漫香林二期","大兴
       亦庄 
              /板楼
                  / 2005年建成","共178个户型
        |
            30天成交0套
      |4套正在出租","52509元/m2","15套",""
"青岛嘉园","大兴
       高米店 
              /板楼/塔板结合
                  / 2002年建成","30天成交1套
      |5套正在出租","52616元/m2","14套",""
"远洋天著二期","大兴
       亦庄 
              /塔楼/板楼
                  / 2004年建成","30天成交0套
      |2套正在出租","53124元/m2","12套",""
"新里西斯莱公馆","大兴
       高米店 
              /板楼/塔板结合
                  / 2010年建成","30天成交0套
      |26套正在出租","53218元/m2","34套",""
"中信新城西区","大兴
       亦庄开发区其它 
              /板楼
                  / 2012年建成","共219个户型
        |
            30天成交2套
      |10套正在出租","53892元/m2","33套",""
"金地仰山西区","大兴
       高米店 
              /板楼/塔板结合
                  / 2012年建成","共360个户型
        |
            30天成交1套
      |12套正在出租","53943元/m2","44套",""
"旭辉御府","大兴
       高米店 
              /板楼
                  / 2011年建成","30天成交0套
      |3套正在出租","54548元/m2","37套",""
"翡翠城五期","大兴
       高米店 
              /板楼
                  / 2004年建成","30天成交0套
      |3套正在出租","55026元/m2","15套",""
"金色漫香林四期","大兴
       亦庄 
              /板楼/塔板结合
                  / 2010年建成","30天成交0套
      |4套正在出租","55577元/m2","6套",""
"金色漫香林一期","大兴
       亦庄 
              /板楼
                  / 2009年建成","30天成交1套
      |3套正在出租","55604元/m2","22套",""
"鸿坤理想城礼域府","大兴
       西红门 
              /板楼/塔板结合
                  / 2010年建成","30天成交2套
      |13套正在出租","55673元/m2","76套",""
"世嘉博苑","大兴
       西红门 
              /塔楼/板楼/塔板结合
                  / 2009年建成","30天成交1套
      |8套正在出租","55955元/m2","31套",""
"金色漫香林五期","大兴
       亦庄 
              /板楼
                  / 2011年建成","共221个户型
        |
            30天成交2套
      |12套正在出租","55981元/m2","28套",""
"首开龙湖天琅","大兴
       瀛海 
              /塔楼/板楼
                  / 2017年建成","30天成交0套
      |12套正在出租","56551元/m2","25套",""
"中国铁建花语金郡","大兴
       瀛海 
              /板楼
                  / 2013年建成","30天成交0套
      |3套正在出租","57340元/m2","3套",""
"远洋天著三期","大兴
       亦庄 
              /板楼
                  / 2008年建成","30天成交0套
      |7套正在出租","57773元/m2","18套",""
"翡翠城三期","大兴
       高米店 
              /板楼
                  / 2002年建成","30天成交0套
      |4套正在出租","58123元/m2","7套",""
"云河墅","大兴
       高米店 
              /板楼/塔板结合
                  / 2013年建成","30天成交0套
      |1套正在出租","58315元/m2","4套",""
"盛春坊","大兴
       高米店 
              /板楼
                  / 1975年建成","30天成交0套
      |1套正在出租","58680元/m2","11套",""
"国韵村","大兴
       旧宫 
              /板楼
                  / 2015年建成","30天成交0套
      |3套正在出租","58986元/m2","20套",""
"金色漫香林三期","大兴
       亦庄 
              /塔楼/板楼
                  / 2010年建成","共54个户型
        |
            30天成交1套
      |1套正在出租","59336元/m2","6套",""
"富力盛悦居","大兴
       旧宫 
              /塔楼/板楼
                  / 2012年建成","30天成交2套
      |15套正在出租","59379元/m2","16套",""
"金地仰山东区","大兴
       高米店 
              /板楼/塔板结合
                  / 2012年建成","30天成交1套
      |8套正在出租","59765元/m2","11套",""
"保利茉莉公馆","大兴
       高米店 
              /板楼/塔板结合
                  / 2009年建成","30天成交1套
      |30套正在出租","59913元/m2","54套",""
"鸿坤理想城曦望山","大兴
       西红门 
              /板楼/塔板结合
                  / 2014年建成","共172个户型
        |
            30天成交2套
      |4套正在出租","60614元/m2","28套",""
"华润公元九里","大兴
       高米店 
              /板楼/塔板结合
                  / 2012年建成","30天成交0套
      |9套正在出租","60654元/m2","40套",""
"中冶德贤公馆","大兴
       旧宫 
              /塔楼/板楼/平房
                  / 2015年建成","30天成交2套
      |4套正在出租","60859元/m2","36套",""
"紫郡府","大兴
       旧宫 
              /板楼
                  / 2013年建成","30天成交1套
      |10套正在出租","62109元/m2","10套",""
"旭辉紫郡","大兴
       高米店 
              /塔板结合
                  / 2012年建成","30天成交0套
      |1套正在出租","62160元/m2","4套",""
"北京城建海梓府","大兴
       亦庄开发区其它 
              /塔楼/板楼
                  / 2014年建成","30天成交1套
      |13套正在出租","62579元/m2","23套",""
"红木林","大兴
       枣园 
              /塔楼/板楼/塔板结合
                  / 2013年建成","共398个户型
        |
            30天成交1套
      |21套正在出租","63208元/m2","45套",""
"万科金域东郡","大兴
       亦庄开发区其它 
              /板楼/塔板结合
                  / 2015年建成","30天成交2套
      |4套正在出租","63543元/m2","26套",""
"首开保利熙悦诚郡","大兴
       旧宫 
              /板楼
                  / 2014年建成","30天成交0套
      |3套正在出租","63987元/m2","11套",""
"首邑溪谷","大兴
       枣园 
              /塔板结合
                  / 2012年建成","30天成交6套
      |28套正在出租","65122元/m2","171套",""
"朗润园二期","大兴
       旧宫 
              /板楼/塔板结合
                  / 2013年建成","共110个户型
        |
            30天成交1套
      |6套正在出租","65314元/m2","11套",""
"翡翠城一期","大兴
       高米店 
              /板楼/塔板结合
                  / 2002年建成","30天成交0套
      |1套正在出租","67226元/m2","8套",""
"鸿坤林语墅","大兴
       西红门 
              /板楼
                  / 2015年建成","30天成交0套
      |2套正在出租","67834元/m2","20套",""
"中海北京世家","大兴
       亦庄开发区其它 
              /板楼
                  / 2020年建成","30天成交0套
      |1套正在出租","68866元/m2","2套",""
"朗润园一期","大兴
       旧宫 
              /板楼
                  / 2013年建成","共46个户型
        |
            30天成交0套
      |2套正在出租","69310元/m2","8套",""
"亦庄金茂悦北区","大兴
       亦庄开发区其它 
              /板楼
                  / 2015年建成","30天成交0套
      |5套正在出租","73131元/m2","20套",""
"亦庄金茂悦南区","大兴
       亦庄开发区其它 
              /塔楼/板楼
                  / 2015年建成","30天成交0套
      |5套正在出租","73476元/m2","18套",""
"兴创屹墅","大兴
       高米店 
              /板楼
                  / 2015年建成","30天成交0套
      |3套正在出租","75058元/m2","9套",""
"金茂逸墅","大兴
       亦庄开发区其它 
              /板楼/塔板结合
                  / 2017年建成","30天成交0套
      |4套正在出租","76023元/m2","19套",""
"旭辉一合相","大兴
       瀛海 
              /板楼
                  / 2017年建成","30天成交0套
      |2套正在出租","80012元/m2","3套",""
"亦庄金茂府","大兴
       亦庄开发区其它 
              /塔楼/板楼
                  / 2019年建成","30天成交0套
      |0套正在出租","89712元/m2","12套",""
"大雄公寓","亦庄开发区
       亦庄 
              /塔楼
                  / 2002年建成","30天成交0套
      |3套正在出租","17345元/m2","3套",""
"中冀大厦","亦庄开发区
       亦庄 
              /塔楼
                  / 2002年建成","30天成交0套
      |3套正在出租","18455元/m2","6套",""
"锋创科技园","亦庄开发区
       亦庄 
              /塔楼/板楼/塔板结合
                  / 2010年建成","30天成交1套
      |11套正在出租","20005元/m2","22套",""
"北京经开芯中心","亦庄开发区
       亦庄 
              /塔楼/塔板结合
                  / 2013年建成","30天成交1套
      |9套正在出租","20916元/m2","11套",""
"好景国际","亦庄开发区
       亦庄开发区其它 
              /塔楼
                  / 2011年建成","30天成交0套
      |0套正在出租","23231元/m2","0套",""
"大雄商业中心","亦庄开发区
       亦庄 
              /塔楼
                  / 2002年建成","30天成交0套
      |0套正在出租","23656元/m2","0套",""
"中国杂技团家属楼","亦庄开发区
       亦庄 
              /板楼
                  / 1999年建成","30天成交0套
      |0套正在出租","25070元/m2","0套",""
"荣京丽都","亦庄开发区
       亦庄 
              /塔楼
                  / 2008年建成","30天成交0套
      |9套正在出租","28127元/m2","22套",""
"力宝广场","亦庄开发区
       亦庄 
              /塔楼/板楼/塔板结合
                  / 2011年建成","30天成交0套
      |25套正在出租","28889元/m2","40套",""
"兴盛国际","亦庄开发区
       亦庄 
              /塔楼
                  / 2009年建成","30天成交0套
      |0套正在出租","29346元/m2","0套",""
"君安国际","亦庄开发区
       亦庄 
              /塔楼
                  / 2010年建成","30天成交0套
      |2套正在出租","30288元/m2","34套",""
"易居国际","亦庄开发区
       亦庄 
              /塔楼
                  / 2012年建成","30天成交0套
      |5套正在出租","31203元/m2","0套",""
"林肯公园A区","亦庄开发区
       亦庄 
              /塔楼
                  / 2008年建成","30天成交1套
      |9套正在出租","31381元/m2","15套",""
"一世情园","亦庄开发区
       马驹桥 
              /板楼
                  / 2005年建成","30天成交0套
      |1套正在出租","31545元/m2","14套",""
"定海园三里","亦庄开发区
       通州其它 
              /板楼
                  / 2008年建成","30天成交0套
      |0套正在出租","33771元/m2","2套",""
"定海园二里","亦庄开发区
       通州其它 
              /板楼/塔板结合
                  / 2008年建成","30天成交0套
      |1套正在出租","33973元/m2","6套",""
"国融国际","亦庄开发区
       亦庄 
              /塔楼/塔板结合
                  / 1999年建成","30天成交4套
      |8套正在出租","34049元/m2","37套",""
"定海园一里","亦庄开发区
       通州其它 
              /板楼
                  / 2000年建成","30天成交0套
      |1套正在出租","34701元/m2","2套",""
"林肯公园C区","亦庄开发区
       亦庄 
              /塔楼/板楼
                  / 2010年建成","30天成交0套
      |6套正在出租","34865元/m2","15套",""
"林肯公园B区","亦庄开发区
       亦庄 
              /塔楼
                  / 2005年建成","30天成交0套
      |16套正在出租","36162元/m2","51套",""
"国锐金嵿","亦庄开发区
       亦庄 
              /塔楼/板楼/塔板结合
                  / 2014年建成","30天成交1套
      |13套正在出租","36804元/m2","42套",""
"沙龙新天地","亦庄开发区
       亦庄 
              /板楼
                  / 2004年建成","30天成交0套
      |0套正在出租","36852元/m2","0套",""
"北京经开尚庭","亦庄开发区
       亦庄 
              /塔楼/板楼
                  / 2012年建成","30天成交1套
      |4套正在出租","36987元/m2","7套",""
"林肯时代","亦庄开发区
       亦庄 
              /塔楼
                  / 2018年建成","30天成交0套
      |9套正在出租","39967元/m2","10套",""
"中央公馆","亦庄开发区
       亦庄 
              /塔楼/板楼
                  / 2008年建成","30天成交0套
      |1套正在出租","40183元/m2","2套",""
"长新花园","亦庄开发区
       亦庄 
              /塔楼/板楼
                  / 1994年建成","30天成交0套
      |1套正在出租","40207元/m2","6套",""
"金泰公寓","亦庄开发区
       亦庄 
              /板楼
                  / 2002年建成","30天成交0套
      |0套正在出租","40243元/m2","0套",""
"中芯花园","亦庄开发区
       亦庄开发区其它 
              /板楼
                  / 2003年建成","30天成交0套
      |1套正在出租","41759元/m2","2套",""
"中信新城两限区","亦庄开发区
       亦庄开发区其它 
              /板楼/塔板结合
                  / 2011年建成","30天成交1套
      |7套正在出租","42321元/m2","15套",""
"林肯公园","亦庄开发区
       亦庄 
              /塔楼/板楼/塔板结合
                  / 2009年建成","30天成交2套
      |35套正在出租","43144元/m2","90套",""
"燕景佳园","亦庄开发区
       亦庄 
              /塔板结合/平房
                  / 2000年建成","共76个户型
        |
            30天成交1套
      |0套正在出租","45328元/m2","9套",""
"贵园南里乙区","亦庄开发区
       亦庄 
              /板楼/塔板结合/平房
                  / 1995年建成","30天成交0套
      |1套正在出租","45367元/m2","3套",""
"东晶国际","亦庄开发区
       亦庄 
              /塔楼/板楼/塔板结合
                  / 2002年建成","30天成交0套
      |4套正在出租","45379元/m2","16套",""
"泰河园七里","亦庄开发区
       亦庄开发区其它 
              /板楼
                  / 2004年建成","共67个户型
        |
            30天成交0套
      |1套正在出租","45432元/m2","6套",""
"星岛嘉园","亦庄开发区
       亦庄 
              /板楼
                  / 2001年建成","共54个户型
        |
            30天成交1套
      |3套正在出租","45748元/m2","6套",""
"悦廷","亦庄开发区
       亦庄开发区其它 
              /塔楼/板楼
                  / 2008年建成","30天成交0套
      |4套正在出租","45775元/m2","6套",""
"泰河园三里","亦庄开发区
       亦庄开发区其它 
              /板楼
                  / 2004年建成","共117个户型
        |
            30天成交0套
      |2套正在出租","46720元/m2","9套",""
"卡尔生活馆","亦庄开发区
       亦庄 
              /板楼
                  / 2004年建成","30天成交1套
      |6套正在出租","46892元/m2","6套",""
"瀛海庄园","亦庄开发区
       亦庄开发区其它 
              /板楼
                  / 2005年建成","30天成交0套
      |4套正在出租","47169元/m2","10套",""
"林肯公寓","亦庄开发区
       亦庄 
              /塔楼
                  / 2000年建成","30天成交0套
      |9套正在出租","47778元/m2","41套",""
"泰河园一里一区","亦庄开发区
       亦庄开发区其它 
              /板楼/塔板结合
                  / 2008年建成","共121个户型
        |
            30天成交2套
      |2套正在出租","47940元/m2","6套",""
"春华屋","亦庄开发区
       亦庄 
              /板楼/塔板结合
                  / 2000年建成","30天成交0套
      |1套正在出租","48773元/m2","7套",""
"莱茵河畔","亦庄开发区
       亦庄 
              /板楼
                  / 2002年建成","30天成交0套
      |4套正在出租","48797元/m2","7套",""
"贵园北里甲区","亦庄开发区
       亦庄 
              /板楼
                  / 1995年建成","30天成交2套
      |4套正在出租","49014元/m2","1套",""
"秋盛居","亦庄开发区
       亦庄 
              /板楼
                  / 1997年建成","30天成交1套
      |1套正在出租","49014元/m2","2套",""
"贵园南里丁区","亦庄开发区
       亦庄 
              /板楼
                  / 2001年建成","30天成交1套
      |0套正在出租","49214元/m2","0套",""
"博客雅居","亦庄开发区
       亦庄 
              /塔楼
                  / 2008年建成","共159个户型
        |
            30天成交0套
      |2套正在出租","49551元/m2","9套",""
"一品亦庄","亦庄开发区
       亦庄 
              /板楼
                  / 2000年建成","30天成交0套
      |2套正在出租","50165元/m2","3套",""
"富源里","亦庄开发区
       亦庄 
              /板楼/塔板结合
                  / 1999年建成","30天成交2套
      |6套正在出租","50192元/m2","6套",""
"贵园南里甲区","亦庄开发区
       亦庄 
              /板楼
                  / 1995年建成","30天成交0套
      |2套正在出租","50702元/m2","6套",""
"贵园东里","亦庄开发区
       亦庄 
              /板楼
                  / 1996年建成","共93个户型
        |
            30天成交0套
      |4套正在出租","51295元/m2","5套",""
"新康家园","亦庄开发区
       亦庄 
              /板楼/平房
                  / 2000年建成","30天成交0套
      |4套正在出租","51473元/m2","22套",""
"境界","亦庄开发区
       亦庄 
              /塔楼/板楼
                  / 2004年建成","30天成交0套
      |1套正在出租","51510元/m2","6套",""
"一幅画卷","亦庄开发区
       亦庄 
              /塔板结合
                  / 2003年建成","共65个户型
        |
            30天成交0套
      |1套正在出租","52085元/m2","6套",""
"贵园南里丙区","亦庄开发区
       亦庄 
              /板楼
                  / 2001年建成","共173个户型
        |
            30天成交1套
      |6套正在出租","52231元/m2","9套",""
"老管委会宿舍","亦庄开发区
       亦庄 
              /塔楼/板楼
                  / 1995年建成","30天成交1套
      |2套正在出租","52446元/m2","2套",""
"鹿鸣苑","亦庄开发区
       亦庄 
              /塔楼/板楼
                  / 1999年建成","30天成交0套
      |3套正在出租","53289元/m2","8套",""
"瀛景园","亦庄开发区
       亦庄 
              /板楼
                  / 2002年建成","30天成交1套
      |3套正在出租","53573元/m2","10套",""
"米兰天空","亦庄开发区
       亦庄 
              /板楼
                  / 2002年建成","30天成交0套
      |0套正在出租","53938元/m2","0套",""
"中信新城东区","亦庄开发区
       亦庄开发区其它 
              /板楼
                  / 2013年建成","共188个户型
        |
            30天成交0套
      |3套正在出租","54460元/m2","14套",""
"梅园小区","亦庄开发区
       亦庄 
              /板楼
                  / 1995年建成","30天成交0套
      |2套正在出租","54577元/m2","7套",""
"新干部楼","亦庄开发区
       亦庄 
              /板楼
                  / 2002年建成","30天成交0套
      |1套正在出租","54961元/m2","2套",""
"浉城百丽","亦庄开发区
       亦庄 
              /板楼
                  / 2002年建成","30天成交0套
      |5套正在出租","55169元/m2","7套",""
"通泰国际公馆","亦庄开发区
       亦庄 
              /板楼/塔板结合
                  / 2008年建成","30天成交1套
      |14套正在出租","55560元/m2","11套",""
"贵园北里戊区","亦庄开发区
       亦庄 
              /板楼
                  / 1995年建成","共62个户型
        |
            30天成交1套
      |2套正在出租","55623元/m2","2套",""
"星岛假日","亦庄开发区
       亦庄 
              /板楼/塔板结合
                  / 2004年建成","共104个户型
        |
            30天成交0套
      |6套正在出租","56408元/m2","7套",""
"广德苑","亦庄开发区
       亦庄 
              /板楼
                  / 2003年建成","共31个户型
        |
            30天成交0套
      |0套正在出租","57464元/m2","3套",""
"北京经开汀塘","亦庄开发区
       通州其它 
              /板楼
                  / 2019年建成","30天成交0套
      |14套正在出租","57749元/m2","7套",""
"亦园","亦庄开发区
       亦庄开发区其它 
              /板楼
                  / 2013年建成","30天成交0套
      |5套正在出租","58020元/m2","5套",""
"听涛雅苑","亦庄开发区
       亦庄 
              /板楼/塔板结合
                  / 2000年建成","共204个户型
        |
            30天成交0套
      |9套正在出租","59564元/m2","13套",""
"百合园","亦庄开发区
       亦庄 
              /板楼
                  / 2000年建成","30天成交0套
      |0套正在出租","59744元/m2","3套",""
